area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1200.0,2.0,2.0,42.0,2,3500.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Mykyayi,1837.0,2.0,2.0,95.0,3,5171.475231355471
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1346.0,2.0,1.0,76.01,2,5647.102526002973
Built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1012.0,2.0,1.0,68.0,2,6719.367588932806
Super built-up  Area,18-Dec,Gopalapura,3 BHK,Sothadr,1950.2,3.0,2.0,193.0,3,9896.420879909752
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SraruSr,1500.0,2.0,2.0,60.0,3,4000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197.0,2.0,1.0,79.9,2,6675.020885547202
Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1230.0,2.0,2.0,31.37,3,2550.4065040650407
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1563.0,2.0,2.0,52.0,3,3326.935380678183
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3729.0,4.0,2.0,384.0,4,10297.666934835077
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Krs A C,1600.0,3.0,1.0,120.0,3,7500.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1715.0,3.0,3.0,120.0,3,6997.084548104956
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1151.0,2.0,2.0,42.5,2,3692.44135534318
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Velas V,1315.0,2.0,3.0,77.0,2,5855.513307984791
Super built-up  Area,18-Apr,Varthur,3 BHK,Muistry,1600.0,3.0,2.0,63.2,3,3950.0
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1660.0,3.0,2.0,104.0,3,6265.060240963855
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Peace P,1299.0,2.0,3.0,58.0,2,4464.973056197075
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Ozensve,953.0,2.0,1.0,90.0,2,9443.861490031479
Super built-up  Area,Ready To Move,Gunjur,2 BHK,Paestol,1457.0,2.0,3.0,60.0,2,4118.050789293068
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Prdomt ,1075.0,2.0,1.0,33.53,3,3119.0697674418607
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450.0,3.0,3.0,51.0,3,3517.2413793103447
Super built-up  Area,Ready To Move,Iblur Village,5 BHK,Emine P,5515.0,6.0,2.0,425.0,5,7706.255666364461
Super built-up  Area,Ready To Move,Bellandur,1 BHK,Trows M,950.0,1.0,1.0,40.0,1,4210.526315789473
Super built-up  Area,Ready To Move,Amam Enclave Layout,2 BHK,ArBayeb,1013.0,2.0,2.0,60.0,2,5923.000987166831
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1430.0,3.0,1.0,61.0,3,4265.734265734266
Carpet  Area,Ready To Move,Anantapura,3 BHK,Grare S,1600.0,3.0,2.0,77.0,3,4812.5
Super built-up  Area,Ready To Move,Ayappa Nagar,2 BHK,Viconth,1190.0,2.0,1.0,48.0,2,4033.6134453781515
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1625.0,3.0,2.0,95.0,3,5846.153846153846
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1615.0,3.0,2.0,150.0,3,9287.925696594428
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,MancyRe,1180.0,2.0,2.0,85.0,2,7203.389830508475
Built-up  Area,Ready To Move,Bellandur,2 BHK,Srure S,850.0,2.0,1.0,45.0,2,5294.117647058823
Built-up  Area,Ready To Move,HRBR Layout,2 BHK,Vaaveeh,1300.0,2.0,3.0,90.0,2,6923.076923076923
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1891.0,3.0,1.0,110.0,3,5817.028027498678
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Soncy R,1735.0,3.0,3.0,78.0,3,4495.677233429395
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,33.0,3,3069.767441860465
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1590.0,3.0,2.0,57.0,3,3584.9056603773583
Built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1010.0,2.0,1.0,58.0,2,5742.574257425743
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Briumri,1221.0,2.0,2.0,68.0,2,5569.205569205569
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1108.0,2.0,1.0,87.48,2,7895.306859205776
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1370.0,2.0,1.0,70.0,2,5109.489051094891
Super built-up  Area,18-May,Bhoganhalli,2 BHK,Rosha I,1277.0,2.0,1.0,79.89,2,6256.068911511355
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Peora P,2400.0,3.0,3.0,140.0,4,5833.333333333333
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570.0,3.0,2.0,68.0,3,4331.210191082802
Super built-up  Area,Ready To Move,Nallurhalli,2 BHK,TrryaAi,1053.0,2.0,3.0,44.0,2,4178.537511870845
Super built-up  Area,Ready To Move,Hoysalanagar,3 BHK,PNncysi,1325.0,2.0,3.0,56.0,3,4226.415094339623
Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,DNncasa,1274.0,2.0,1.0,90.0,2,7064.36420722135
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sparam ,1317.0,2.0,2.0,52.0,2,3948.3675018982535
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1195.0,2.0,1.0,75.0,2,6276.150627615063
Super built-up  Area,18-Nov,Whitefield,4 BHK,Asarqz ,2858.0,4.0,0.0,137.0,4,4793.561931420574
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Saineiv,940.0,2.0,2.0,35.0,2,3723.404255319149
Built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820.0,3.0,2.0,95.5,3,5247.252747252747
Built-up  Area,Ready To Move,Whitefield,3 BHK,Sudama ,1615.0,3.0,0.0,96.9,3,6000.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,985.0,2.0,1.0,62.5,2,6345.177664974619
Super built-up  Area,Ready To Move,Attibele,2 BHK,Jae 2hu,656.0,2.0,1.0,25.0,2,3810.9756097560976
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,SLireap,1105.0,2.0,1.0,39.5,2,3574.660633484163
Super built-up  Area,Ready To Move,Whitefield,2 BHK,S mesci,1220.0,2.0,1.0,55.0,2,4508.196721311476
Built-up  Area,Ready To Move,Hoodi,3 BHK,Macanr ,1400.0,3.0,2.0,74.0,3,5285.714285714285
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Apmes H,1000.0,2.0,1.0,35.0,2,3500.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330.0,2.0,1.0,57.0,3,4285.714285714285
Super built-up  Area,18-May,Old Madras Road,2 BHK,SheldGr,1165.0,2.0,1.0,52.0,2,4463.519313304721
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.0,2,4856.895056374675
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Puentpa,1270.0,2.0,2.0,45.0,2,3543.3070866141734
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,SaideHi,1420.0,2.0,2.0,95.0,3,6690.140845070423
Super built-up  Area,19-Jul,Bellandur,2 BHK,Thesseg,1454.0,2.0,1.0,90.0,2,6189.821182943604
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Soe 2Sa,1116.0,2.0,3.0,48.76,2,4369.1756272401435
Super built-up  Area,18-Jul,Sarjapur  Road,2 BHK,PualeSk,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,Ready To Move,Hessarghatta,2 BHK,StwarSi,1062.0,2.0,1.0,50.0,2,4708.097928436911
Super built-up  Area,19-Dec,JP Nagar,2 BHK,Shestut,1405.0,2.0,1.0,99.0,2,7046.26334519573
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,Theanmp,2153.0,4.0,3.0,120.0,3,5573.61820715281
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135.0,3.0,2.0,170.0,3,7962.529274004683
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125.0,2.0,1.0,47.0,2,4177.777777777777
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prianhi,940.0,2.0,1.0,32.9,2,3500.0
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063.0,2.0,1.0,32.79,2,3084.6660395108183
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Stlomg ,1382.0,2.0,2.0,84.5,2,6114.3270622286545
Super built-up  Area,Ready To Move,KR Puram,3 BHK,RaiewLa,1400.0,2.0,3.0,60.0,3,4285.714285714285
Super built-up  Area,20-Aug,Sarjapur  Road,1 BHK,Ahciace,475.0,1.0,1.0,26.0,1,5473.684210526316
Super built-up  Area,Ready To Move,Glass Factory Layout,3 BHK,VMlet C,1450.0,3.0,3.0,65.0,3,4482.758620689655
Super built-up  Area,Ready To Move,Kudlu,2 BHK,GKityel,1162.0,2.0,1.0,52.0,2,4475.043029259897
Super built-up  Area,18-Dec,Hosa Road,2 BHK,Mahesr ,1161.0,2.0,1.0,48.75,2,4198.966408268734
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1623.29,2.0,2.0,105.0,3,6468.345150897252
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Keorai ,1260.0,2.0,1.0,70.0,2,5555.555555555556
Plot  Area,Ready To Move,Billekahalli,4 Bedroom,Raony C,1672.0,3.0,2.0,190.0,4,11363.636363636364
Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Akone R,3000.0,4.0,2.0,240.0,3,8000.0
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vauna F,1500.0,2.0,0.0,70.0,3,4666.666666666667
Super built-up  Area,20-Jun,Budigere,1 BHK,Brstaue,705.0,1.0,0.0,34.545,1,4900.0
Super built-up  Area,Ready To Move,Dollars Colony,3 BHK,Saent G,2000.0,3.0,3.0,200.0,3,10000.0
Plot  Area,Ready To Move,Electronic City,3 Bedroom,EmrchAn,1200.0,3.0,2.0,150.0,3,12500.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Salesni,1400.0,2.0,3.0,56.0,3,4000.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257.0,3.0,2.0,155.0,3,6867.523260965884
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.5,2,4900.260190806592
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ceiti I,1197.0,2.0,1.0,56.86,2,4750.208855472013
Super built-up  Area,Ready To Move,Siddapura,2 BHK,Vidgema,1150.0,2.0,2.0,90.0,2,7826.086956521739
Super built-up  Area,21-Jul,Hoodi,3 BHK,GoAirej,1837.0,3.0,1.0,110.0,3,5988.023952095808
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830.0,3.0,3.0,91.86,3,5019.672131147541
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1715.0,3.0,3.0,115.0,3,6705.539358600583
Super built-up  Area,Ready To Move,Electronic City,2 BHK,MancyEl,970.0,2.0,1.0,35.0,2,3608.2474226804125
Plot  Area,Ready To Move,Siddapura,3 Bedroom,PrstaLa,5480.0,4.0,2.0,400.0,3,7299.270072992701
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Nauha G,3040.0,4.0,2.0,135.0,4,4440.789473684211
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168.0,2.0,1.0,66.0,2,5650.684931506849
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160.0,2.0,2.0,36.54,2,3150.0
Built-up  Area,Ready To Move,Mallappa Layout,3 BHK,Keort F,1500.0,3.0,2.0,75.0,3,5000.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Apise P,935.0,2.0,2.0,39.0,2,4171.122994652406
Built-up  Area,Ready To Move,Domlur,3 BHK,Prandm ,1650.0,3.0,1.0,180.0,3,10909.09090909091
Plot  Area,Ready To Move,Dodsworth Layout,3 Bedroom,Prleaou,5656.0,5.0,0.0,499.0,3,8822.489391796322
Super built-up  Area,Ready To Move,Vinayak Nagar,2 BHK,SLayaer,1300.0,2.0,1.0,33.0,2,2538.4615384615386
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950.0,2.0,1.0,60.0,2,6315.789473684211
Super built-up  Area,Ready To Move,Ankappa Layout,3 BHK,Siuntar,1425.0,2.0,2.0,65.0,3,4561.403508771929
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sencys ,1165.0,1.0,0.0,42.09,2,3612.8755364806866
Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Rahidhi,1510.0,3.0,2.0,78.0,3,5165.562913907284
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,G conTh,1305.0,2.0,2.0,90.0,2,6896.551724137931
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Vitat H,866.0,2.0,2.0,32.0,2,3695.150115473441
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1231.0,2.0,1.0,84.5,2,6864.337936636881
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2500.0,3.0,3.0,138.0,3,5520.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1140.0,2.0,3.0,55.0,2,4824.561403508772
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,30.0,1,5714.285714285715
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,DSestil,1100.0,2.0,1.0,41.0,2,3727.2727272727275
Plot  Area,19-Dec,Bannerghatta Road,4 Bedroom,Putere ,4723.0,4.0,3.0,500.0,4,10586.491636671608
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3508.0,4.0,1.0,386.0,4,11003.420752565564
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Ajresre,1354.0,2.0,2.0,70.0,2,5169.8670605613
Super built-up  Area,Ready To Move,Basavangudi,4 BHK,Bousey ,2453.0,3.0,2.0,250.0,4,10191.602119853242
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1205.0,2.0,2.0,60.0,2,4979.253112033195
Carpet  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,1625.0,3.0,1.0,150.0,3,9230.76923076923
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1520.0,2.0,3.0,80.0,3,5263.1578947368425
Super built-up  Area,18-Apr,Kadugodi,3 BHK,Alestrb,1762.0,3.0,3.0,109.0,3,6186.152099886493
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,58.0,2,5030.3555941023415
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,LedorSa,2650.0,4.0,1.0,223.0,4,8415.094339622641
Super built-up  Area,Ready To Move,Sompura,3 BHK,SSityri,1350.0,2.0,2.0,47.0,3,3481.4814814814813
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Raony C,950.0,2.0,2.0,56.0,2,5894.736842105263
Super built-up  Area,Ready To Move,Jakkur,3 BHK,Leero C,3295.0,3.0,3.0,310.0,3,9408.194233687405
Super built-up  Area,Ready To Move,Coconut Grove Layout,3 BHK,Keleti ,1515.0,3.0,3.0,80.5,3,5313.531353135313
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Vincy R,1100.0,2.0,2.0,30.0,2,2727.2727272727275
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1355.0,2.0,2.0,51.5,3,3800.7380073800737
Super built-up  Area,19-Sep,Padmanabhanagar,3 BHK,SollyCl,2051.0,3.0,2.0,170.0,3,8288.639687957095
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,MRsicla,1470.0,2.0,2.0,99.0,3,6734.693877551021
Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,VaantPl,1550.0,2.0,3.0,70.0,3,4516.129032258064
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1270.0,2.0,1.0,73.0,3,5748.031496062992
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119.0,4.0,2.0,111.0,4,5238.319962246343
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1600.0,3.0,3.0,170.0,3,10625.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,ACiteda,1320.0,2.0,2.0,50.0,3,3787.878787878788
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Dhndsh ,1410.0,2.0,1.0,54.0,3,3829.7872340425533
Super built-up  Area,Ready To Move,Whitefield,2 BHK,DNlleks,1200.0,2.0,3.0,70.0,2,5833.333333333333
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Palleon,995.0,2.0,1.0,48.0,2,4824.120603015075
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Super built-up  Area,18-Dec,Sonnenahalli,1 BHK,Skacak ,605.0,1.0,1.0,30.24,1,4998.347107438017
Built-up  Area,Ready To Move,Yelahanka,1 BHK,Ardanru,567.0,1.0,1.0,25.0,1,4409.171075837742
Super built-up  Area,20-Dec,Banashankari Stage VI,3 BHK,Brens7 ,1410.5,2.0,0.0,70.385,3,4990.074441687346
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1715.0,3.0,2.0,105.0,3,6122.448979591837
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Esave E,1846.0,3.0,2.0,120.0,3,6500.541711809317
Super built-up  Area,Ready To Move,Whitefield,2 BHK,AHodsWo,1015.0,2.0,3.0,56.0,2,5517.241379310345
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1100.0,2.0,1.0,36.0,2,3272.7272727272725
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1965.0,4.0,2.0,125.0,3,6361.323155216285
Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1230.0,2.0,1.0,67.65,2,5500.000000000001
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1894.0,4.0,1.0,114.0,3,6019.007391763464
Super built-up  Area,20-Jun,Jakkur,3 BHK,SoineC ,1950.0,3.0,2.0,131.0,3,6717.948717948718
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NDpalSe,1231.0,2.0,3.0,66.0,2,5361.494719740049
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1236.0,2.0,1.0,58.0,2,4692.556634304207
Super built-up  Area,Ready To Move,Begur,3 BHK,Arera V,1443.0,2.0,2.0,70.0,3,4851.004851004851
Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1305.0,3.0,1.0,33.28,3,2550.191570881226
Super built-up  Area,18-Jun,Kudlu Gate,2 BHK,Sanzaat,1183.0,2.0,1.0,79.54,2,6723.584108199494
Built-up  Area,Ready To Move,Rajiv Gandhi Nagar,3 BHK,Almid P,1750.0,3.0,2.0,100.0,3,5714.285714285715
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1342.0,2.0,1.0,90.0,2,6706.408345752608
Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1113.0,2.0,1.0,52.0,2,4672.057502246182
Super built-up  Area,Ready To Move,Devarabeesana Halli,3 BHK,Thionav,1738.0,3.0,2.0,110.0,3,6329.113924050633
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790.0,4.0,3.0,198.0,4,7096.774193548387
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1857.0,4.0,3.0,155.0,3,8346.795907377491
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763.0,3.0,2.0,240.0,2,13613.159387407828
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,V2avei ,1290.0,2.0,2.0,72.0,2,5581.395348837209
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1160.0,2.0,2.0,64.08,2,5524.137931034483
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,NVanat ,1750.0,3.0,1.0,185.0,4,10571.42857142857
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2240.0,4.0,2.0,160.0,4,7142.857142857143
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shaceop,891.0,2.0,1.0,26.0,2,2918.0695847362513
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852.0,3.0,2.0,125.0,3,6749.460043196545
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323.0,2.0,1.0,42.0,3,3174.6031746031745
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404.0,2.0,1.0,67.5,2,4807.692307692308
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,1129.0,2.0,1.0,50.0,2,4428.697962798937
Super built-up  Area,Ready To Move,Mahalakshmi Layout,3 BHK,Asmosz ,1876.0,3.0,1.0,150.0,3,7995.735607675906
Super built-up  Area,Ready To Move,Brooke Bond First Cross,3 BHK,Soosea ,1720.0,3.0,1.0,95.0,3,5523.2558139534885
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1175.0,2.0,2.0,86.68,2,7377.021276595745
Super built-up  Area,19-Jan,Hosa Road,3 BHK,Sosisic,1893.0,3.0,2.0,130.0,3,6867.406233491812
Super built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1430.0,3.0,2.0,52.0,3,3636.3636363636365
Built-up  Area,Ready To Move,Green View Layout,2 BHK,DSeme S,850.0,2.0,2.0,45.0,2,5294.117647058823
Super built-up  Area,17-Mar,CV Raman Nagar,2 BHK,Pu270a ,1392.0,2.0,1.0,110.0,2,7902.298850574713
Super built-up  Area,21-Mar,Kanakpura Road,3 BHK,GolusLi,1938.0,3.0,3.0,105.0,3,5417.956656346749
Super built-up  Area,Ready To Move,HBR Layout,3 BHK,Giersin,1832.0,3.0,2.0,160.0,3,8733.624454148472
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1432.0,2.0,1.0,85.0,2,5935.754189944134
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843.0,3.0,2.0,96.2,3,5219.750406945198
Super built-up  Area,18-Dec,Hulimavu,3 BHK,NiarkHy,1916.0,2.0,1.0,150.0,3,7828.8100208768265
Super built-up  Area,18-Jun,Old Madras Road,2 BHK,Brica E,2640.0,2.0,1.0,170.0,2,6439.393939393939
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Maoseer,1160.0,2.0,3.0,53.0,2,4568.9655172413795
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200.0,2.0,1.0,80.0,2,6666.666666666667
Carpet  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,1500.0,3.0,3.0,100.0,3,6666.666666666667
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,MJtroty,1336.0,2.0,3.0,50.35,3,3768.7125748502995
Built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1065.0,2.0,1.0,46.0,2,4319.24882629108
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1294.0,2.0,1.0,115.0,2,8887.171561051005
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550.0,3.0,2.0,68.5,3,4419.354838709677
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,75.0,2,6167.763157894737
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1430.0,2.0,1.0,102.0,3,7132.867132867133
Super built-up  Area,18-Dec,Frazer Town,4 BHK,Emsisy ,4100.0,4.0,3.0,660.0,4,16097.560975609756
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660.0,3.0,2.0,125.0,3,7530.120481927711
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430.0,2.0,3.0,56.0,3,3916.083916083916
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,DSreerk,1470.0,2.0,1.0,75.0,3,5102.040816326531
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Vaniai ,1045.0,2.0,1.0,76.77,2,7346.411483253589
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Brium C,4225.0,6.0,0.0,359.0,4,8497.041420118343
Built-up  Area,Ready To Move,Anjanapura,2 BHK,ACopsva,950.0,2.0,0.0,30.0,2,3157.8947368421054
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SKterAs,1382.0,3.0,1.0,65.0,3,4703.328509406657
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSndsod,1660.0,2.0,2.0,116.0,3,6987.951807228916
Super built-up  Area,Ready To Move,Vijinapura,2 BHK,Vadidpl,1290.0,2.0,2.0,71.95,2,5577.519379844961
Built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1010.0,2.0,1.0,45.0,3,4455.445544554455
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Adxira ,1200.0,2.0,2.0,71.0,2,5916.666666666667
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1636.0,3.0,2.0,88.0,3,5378.973105134474
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2367.0,3.0,2.0,320.0,3,13519.22264469793
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.55,2,4904.596704249783
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2087.01,4.0,2.0,160.0,3,7666.470213367448
Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,MancyRe,1200.0,2.0,1.0,47.0,2,3916.6666666666665
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,1844.0,3.0,1.0,89.0,3,4826.46420824295
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1215.0,2.0,1.0,43.75,2,3600.8230452674898
Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,VaireSo,1220.0,2.0,2.0,52.0,2,4262.295081967213
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,26.0,1,4952.380952380952
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,955.0,2.0,1.0,37.97,2,3975.916230366492
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,884.0,2.0,1.0,48.0,2,5429.864253393665
Plot  Area,Ready To Move,Dodda Nekkundi,3 Bedroom,FetatHa,2400.0,4.0,2.0,300.0,3,12500.0
Super built-up  Area,Ready To Move,Harlur,4 BHK,Shodsir,2990.0,4.0,1.0,225.0,4,7525.083612040134
Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1195.0,2.0,1.0,52.0,2,4351.464435146443
